id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
CONFOF-Reviewing_results_event-EDAS-NonAcademicEvent,Type1,0.4202,0.011,0.4202,0.4202,0.3043,0.3652,0.0149,0.3913,0.1189,0.2162,0.5382,0.6795,0,0.4075,0.0,0.3333333333333333,0.609,0.0378,both,one,0.5,N
CONFOF-Author-EDAS-Author,Type1,1,0.6311,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0.1345,0.1345,one,one,0.5,Y
CONFOF-Camera_Ready_event-EDAS-TalkEvent,Type1,0.5358,-0.2123,0.4217,0.4217,0.3889,0.5358,0.0192,0.3889,0.1632,0.3333,0.559,0.675,0,0.3102,0.0,0.6,0.3071,0.0675,both,one,0.25,N
CONFOF-Reception-EDAS-Reception,Type1,1,0.6451,1,1,1,1,1,1,1,1,1,1,0,0.5748,1.0,1.0,1,0.4002,both,none,0.0,Y
CONFOF-Organization-EDAS-Organization,Type1,1,0.1471,1,1,1,1,1,1,1,1,1,0,0.3896,0.1299,1.0,1.0,0.2978,0.0647,none,both,0.0,Y
CONFOF-Participant-EDAS-Attendee,Type1,0.6434,0.2283,0.6434,0.6434,0.1818,0,0.0968,0.2727,0,0,0.1875,1,0,0.5231,0.0,0.0,0.4354,0.0271,both,one,0.33333333333333337,Y
CONFOF-Banquet-EDAS-ConferenceDinner,Type1,0.5613,0.0613,0.5613,0.5613,0.1176,0,0,0.1176,0,0,0.1606,0.5998,0,0.1999,0.0,0.0,0.5998,-0.4002,both,none,0.0,N
CONFOF-Paper-EDAS-Paper,Type1,1,0.2132,1,1,1,1,1,1,1,1,1,0.061,0,0.055,1.0,1.0,0.0571,0.0252,both,one,0.33333333333333337,Y
CONFOF-Country-EDAS-Country,Type1,1,0.6942,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,1,1,none,none,0.0,Y
CONFOF-Working_event-EDAS-ConferenceEvent,Type1,0.6795,0.0798,0.6795,0.6795,0.5,0.4793,0,0.5625,0.2669,0.32,0.6481,0,0.2549,0.085,0.0,0.46153846153846156,0.4914,-0.0441,one,both,0.3333333333333333,N
CONFOF-Topic-EDAS-Topic,Type1,1,0.3077,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,none,one,0.5,Y
CONFOF-Workshop-EDAS-Workshop,Type1,1,0.5929,1,1,1,1,1,1,1,1,1,0.5334,0,0.2965,1.0,1.0,0.5334,0.5334,both,none,0.0,Y
CONFOF-Trip-EDAS-Excursion,Type1,0.7243,0.3715,0.7243,0.7243,0.2222,0,0,0.2222,0,0,0.375,1,0,0.6667,0.0,0.0,1,0.7679,both,none,0.0,Y
CONFOF-Submission_event-EDAS-ConferenceEvent,Type1,0.6795,0.0798,0.6795,0.6795,0.375,0.4341,0,0.5,0.2669,0.2857,0.6481,0,0,0,0.0,0.375,0.5712,0.1239,one,one,0.6666666666666667,N
CONFOF-Event-EDAS-ConferenceEvent,Type1,0.75,-0.1071,0.6795,0.6795,0.3125,0.75,0,0.3125,0.7249,0.3529,0.8367,0,0.675,0.225,0.0,1.0,0.6235,-0.0021,none,both,0.0,Y
CONFOF-Reviewing_event-EDAS-ConferenceEvent,Type1,0.6795,0.0798,0.6795,0.6795,0.5,0.4474,0,0.5625,0.3185,0.2963,0.7246,0,0,0,0.0,0.4,0.5712,0.1239,one,one,0.6666666666666667,N
CONFOF-Member_PC-EDAS-TPCMember,Type1,0.8009,0.3009,0.5,0.5,0.3,0.8009,0,0.6,0.5,0.5333,1,1,0,0.5478,0.0,0.0,1,0,both,none,0.0,Y
CONFOF-Administrative_event-EDAS-ConferenceEvent,Type1,0.6795,0.0045,0.6795,0.6795,0.45,0.4603,0,0.45,0.2669,0.3125,0.7,0,0.5429,0.181,0.0,0.4375,0.4626,-0.0524,one,both,0.3333333333333333,N
CONFOF-Conference-EDAS-Conference,Type1,1,0.0778,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,one,none,0.0,N
CONFOF-Short_paper-EDAS-PublishedPaper,Type1,0.6898,0.1175,0.6898,0.6898,0.4667,0.5353,0.0233,0.5333,0.3038,0.3636,0.7,0.0319,0,0.1951,0.0,0.5454545454545454,0.0319,-0.1031,both,none,0.0,N
CONFOF-Member-EDAS-TPCMember,Type1,0.9,0.546,0.5,0.5,0.6,0.9,0,0.6,0.7071,0.6667,0.7071,0.4151,0,0.2407,0.0,1.0,0.4151,0,both,none,0.0,N
CONFOF-Social_event-EDAS-SocialEvent,Type1,1,0.3205,1,1,1,1,1,1,0.989,1,1,0.3993,1,0.6664,1.0,1.0,0.6063,0.1146,both,both,0.08333333333333337,Y
CONFOF-Chair_PC-EDAS-SessionChair,Type1,0.6686,0.0164,0.5693,0.5693,0.1538,0.6686,0,0.3846,0.5496,0.3529,0.6708,1,0,0.5478,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Scholar-EDAS-Author,Type1,0.4632,0.1958,0.4632,0.4632,0.2857,0,0.0526,0.4286,0,0,0.3333,0,0,0,0.0,0.16666666666666666,0.1345,0.1345,one,one,0.5,N
CONFOF-Person-EDAS-Person,Type1,1,0.6221,1,1,1,1,1,1,1,1,1,0,0.6434,0.2145,1.0,1.0,0.3822,0.1938,none,both,0.0,Y
CONFOF-Event-EDAS-MealEvent,Type2,0.8571,0,0.5998,0.5998,0.5,0.8571,0,0.5,0.6053,0.5455,0.7906,0,0.3652,0.1217,0.0,1.0,0.6257,0.2859,one,both,0.4166666666666667,N
CONFOF-Reviewing_event-EDAS-Review,Type2,0.88,0.0276,0.3457,0.3457,0.4,0.88,0.3721,0.4,0,0.4706,0.866,0.1434,0,0.1211,1.0,0.0,0.1434,0.0712,both,none,0.0,N
CONFOF-Contribution-EDAS-Document,Type4,0.5,0.1551,0.061,0.061,0.1667,0,0,0.25,0,0,0.25,0,1,0.3333,0.0,0.0,0.2133,-0.3453,none,both,0.0,N
CONFOF-Science_Worker-EDAS-SessionChair,Type4,0.5,0,0.128,0.128,0.2143,0.05,0.05,0.3571,0,0,0.2071,1,0,0.5478,0.07692307692307693,0.07692307692307693,1,0,both,none,0.0,N
CONFOF-Author-EDAS-SessionChair,Type4,0.5,0,0.0911,0.0911,0.1538,0,0,0.1538,0,0,0.1915,1,0,0.5478,0.0,0.16666666666666666,1,0,both,none,0.0,N
CONFOF-Camera_Ready_event-EDAS-NonAcademicEvent,Type4,0.4103,-0.0399,0.3993,0.3993,0.3889,0.4103,0.0192,0.5,0.109,0.25,0.5778,0.6795,0,0.4075,0.0,0.3333333333333333,0.609,0.1599,both,one,0.5,N
CONFOF-Regular-EDAS-SessionChair,Type4,0.2076,0,0.1434,0.1434,0.2308,0,0,0.2308,0,0,0.2577,0.4151,0,0.305,0.0,0.14285714285714285,0.4151,0,both,none,0.0,N
CONFOF-Administrator-EDAS-SessionChair,Type4,0.5,0,0.1601,0.1601,0.1538,0,0.027,0.3077,0,0,0.2107,1,0,0.5478,0.0,0.07692307692307693,1,0,both,none,0.0,N
CONFOF-Participant-EDAS-SessionChair,Type4,0.5,0,0.2318,0.2318,0.1538,0,0,0.2308,0,0,0.2577,1,0,0.5196,0.0,0.0,0.4354,0,both,one,0.33333333333333337,N
CONFOF-Banquet-EDAS-Reception,Type4,0.5,0,0.4775,0.4775,0,0,0,0.2222,0,0,0.2143,1,0,0.5748,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Working_event-EDAS-AcademicEvent,Type4,0.8398,0.24,0.5334,0.5334,0.4286,0.5082,0,0.5,0.2075,0.3478,0.6,0.6795,1,0.7272,0.0,0.46153846153846156,0.6267,0.0911,both,both,0.0,Y
CONFOF-University-EDAS-AcademiaOrganization,Type4,0.5,0,0.2782,0.2782,0.1905,0,0,0.1905,0,0,0.1803,1,0,0.4632,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Workshop-EDAS-NonAcademicEvent,Type4,0.3398,0,0.1617,0.1617,0.0556,0,0,0.0556,0,0,0.1925,0.6795,0,0.3115,0.0,0.0,0.5998,0.1855,both,one,0.5,N
CONFOF-Volunteer-EDAS-SessionChair,Type4,0.5,0,0.1143,0.1143,0.1538,0,0,0.2308,0,0,0.1852,1,0,0.5478,0.0,0.1111111111111111,1,0,both,none,0.0,N
CONFOF-Trip-EDAS-Reception,Type4,0.5,-0.2243,0.2173,0.2173,0.1111,0,0.04,0.2222,0,0,0.375,1,0,0.4009,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Submission_event-EDAS-NonAcademicEvent,Type4,0.4222,-0.1207,0.4139,0.4139,0.3333,0.4222,0.0192,0.4444,0.1488,0.3333,0.7297,0.6795,0,0.4065,0.0,0.375,0.609,0.1599,both,one,0.5,N
CONFOF-Assistant-EDAS-SessionChair,Type4,0.5,0,0.1626,0.1626,0.3077,0.3842,0.027,0.3077,0,0.1111,0.367,1,0,0.5478,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Event-EDAS-NonAcademicEvent,Type4,0.7381,-0.0119,0.3993,0.3993,0.2778,0.7381,0.0192,0.2778,0.4042,0.3158,0.7149,0,1,0.3333,0.0,1.0,0.7075,0.084,one,both,0.16666666666666669,N
CONFOF-Reviewing_event-EDAS-NonAcademicEvent,Type4,0.4354,-0.1045,0.4119,0.4119,0.3889,0.4354,0.0192,0.4444,0.1776,0.2759,0.6191,0.6795,0,0.4075,0.0,0.4,0.609,0.1599,both,one,0.5,N
CONFOF-Member_PC-EDAS-SessionChair,Type4,0.5,0,0.3443,0.3443,0.1538,0,0,0.2308,0,0,0.3416,1,0,0.5478,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Administrative_event-EDAS-NonAcademicEvent,Type4,0.6397,-0.0354,0.502,0.502,0.35,0.381,0.0172,0.5,0.1488,0.2353,0.6514,0.6795,0.5998,0.6472,0.0,0.3333333333333333,0.4799,-0.0351,both,both,0.16666666666666663,N
CONFOF-Company-EDAS-AcademiaOrganization,Type4,0.5,0,0.148,0.148,0.1905,0,0.0164,0.1905,0,0,0.2474,1,0,0.4172,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Tutorial-EDAS-NonAcademicEvent,Type4,0.3398,0,0.0983,0.0983,0.0556,0,0,0.1111,0,0,0.2705,0.6795,0,0.3115,0.0,0.0,0.5998,0.1855,both,one,0.5,N
CONFOF-Student-EDAS-SessionChair,Type4,0.2076,0,0.1157,0.1157,0.1538,0.05,0.0541,0.2308,0,0,0.101,0.4151,0,0.305,0.14285714285714285,0.0,0.4151,0,both,none,0.0,N
CONFOF-Registration_of_participants_event-EDAS-NonAcademicEvent,Type4,0.3728,0,0.3728,0.3728,0.3235,0.3121,0.04,0.3529,0.0901,0.2083,0.6403,0.6795,0,0.4075,0.0,0.3333333333333333,0.609,0.1599,both,one,0.5,N
CONFOF-Conference-EDAS-NonAcademicEvent,Type4,0.3398,0,0.2214,0.2214,0.2778,0,0.0192,0.2778,0,0,0.5146,0.6795,0,0.2964,0.0,0.0,0.5998,0.1855,both,one,0.5,N
CONFOF-Member-EDAS-SessionChair,Type4,0.3443,0.069,0.3443,0.3443,0.1538,0,0,0.1538,0,0,0.1915,0.4151,0,0.2407,0.0,0.16666666666666666,0.4151,0,both,none,0.0,N
CONFOF-Scholar-EDAS-SessionChair,Type4,0.5,0,0.118,0.118,0.3077,0.05,0.027,0.3846,0,0,0.4009,1,0,0.5478,0.14285714285714285,0.14285714285714285,1,0,both,none,0.0,N
CONFOF-Reviewing_results_event-EKAW-Scientific_Event,Type1,0.4344,-0.0046,0.4344,0.4344,0.3913,0.3766,0.0149,0.4348,0.1756,0.2353,0.6733,0.5,0,0.351,0.0,0.375,0.3877,-0.1074,both,one,0.33333333333333337,N
CONFOF-Science_Worker-EKAW-Research_Institute,Type1,0.4345,-0.1564,0.4345,0.4345,0.1667,0,0.0385,0.2778,0,0,0.2321,0.1833,0,0.1831,0.0,0.0,0.1833,0.0542,both,none,0.0,N
CONFOF-Author-EKAW-Paper_Author,Type1,0.9333,0.6512,0.6171,0.6171,0.5,0.8529,0,0.5,0.9333,0.5714,0.7746,1,0,0.5121,0.0,1.0,1,0.8275,both,none,0.0,Y
CONFOF-Camera_Ready_event-EKAW-Camera_Ready_Paper,Type1,0.9292,0.4428,0.6925,0.6925,0.7222,0.846,0.7115,0.7778,0.9292,0.6875,0.7659,0.0674,0,0.1353,0.7222222222222222,0.0,0.0674,-0.4277,both,none,0.0,N
CONFOF-Regular-EKAW-Regular_Session,Type1,0.9,-0.0211,0.638,0.638,0.4667,0.9,0.4419,0.4667,0.8519,0.5556,0.7559,0.1741,0,0.1107,1.0,0.0,0.1741,0.1209,both,none,0.0,N
CONFOF-Organization-EKAW-Organisation,Type1,0.9698,0.6039,0,0.9167,0.9167,0.9698,0.4706,0.9167,0,0.7,0.8333,0,0.5472,0.1824,0.5,0.4166666666666667,0.2989,0.1259,none,both,0.0,Y
CONFOF-Participant-EKAW-Conference_Participant,Type1,0.8438,0.0543,0.5363,0.5363,0.5,0.8438,0.0156,0.5,0.8059,0.6207,0.7416,1,0.5,0.7057,0.0,1.0,0.3186,-0.0221,both,both,0.0,Y
CONFOF-Banquet-EKAW-Conference_Banquet,Type1,0.8775,0.4355,0.7097,0.7097,0.3889,0.7917,0,0.3889,0.8775,0.4762,0.7559,1,0,0.5388,0.0,1.0,1,0.2036,both,none,0.0,Y
CONFOF-Paper-EKAW-Paper,Type1,1,0.1687,1,1,1,1,1,1,1,1,1,0.061,0,0.1875,1.0,1.0,0.0377,0.0059,both,one,0.33333333333333337,N
CONFOF-Working_event-EKAW-Social_Event,Type1,0.8548,-0.1452,0.5691,0.5691,0.6154,0.5453,0,0.6154,0.2197,0.381,0.5916,1,0.7097,0.7675,0.0,0.5,0.7515,0.1352,both,both,0.0,N
CONFOF-Topic-EKAW-Research_Topic,Type1,0.7778,0.4921,0.5831,0.5831,0.3571,0.7778,0,0.3571,0.7663,0.4,0.7746,0,0,0,0.0,1.0,1,1,none,none,0.0,Y
CONFOF-University-EKAW-University,Type1,1,0.3995,1,1,1,1,1,1,1,1,1,0.3118,0,0.1826,1.0,1.0,0.3118,0.1124,both,none,0.0,Y
CONFOF-Workshop-EKAW-Workshop,Type1,1,0.0913,1,1,1,1,1,1,1,1,1,0.5187,0,0.5062,1.0,1.0,0.5187,0.3341,both,none,0.0,Y
CONFOF-Trip-EKAW-Conference_Trip,Type1,0.8775,0.5622,0.6164,0.6164,0.2667,0.7222,0,0.2667,0.8775,0.2667,0.7906,1,0,0.5699,0.0,1.0,1,0.2036,both,none,0.0,Y
CONFOF-Submission_event-EKAW-Scientific_Event,Type1,0.5908,0.0379,0.5908,0.5908,0.4375,0.4674,0.0217,0.5625,0.2197,0.2963,0.6928,0.5,0,0.351,0.0625,0.375,0.3877,-0.1074,both,one,0.33333333333333337,N
CONFOF-Poster-EKAW-Poster_Paper,Type1,0.9118,0.0223,0.6236,0.6236,0.5,0.9118,0.4706,0.5,0.9088,0.5714,0.8367,0.0319,0,0.2107,1.0,0.3333333333333333,0.0319,-0.0248,both,none,0.0,Y
CONFOF-Event-EKAW-Event,Type1,1,0.1875,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,0.725,0.1706,none,both,0.0,Y
CONFOF-Reviewing_event-EKAW-Social_Event,Type1,0.5529,0.0012,0.5529,0.5529,0.4667,0.5125,0,0.4667,0.2623,0.3478,0.6614,0.5,0,0.3636,0.0,0.5,0.4951,0.1074,both,one,0.33333333333333337,N
CONFOF-Member_PC-EKAW-PC_Member,Type1,1,0.2504,1,1,0.3333,0.8347,0.16,0.6667,0.9944,0.5714,1,0.1681,0,0.056,0.0,0.0,0.1284,-0.0875,both,one,0.25,Y
CONFOF-Administrative_event-EKAW-Social_Event,Type1,0.7003,0.0726,0.6059,0.6059,0.4,0.4556,0.0172,0.4,0.2197,0.2857,0.639,1,0.4005,0.6644,0.0,0.5,0.4698,-0.0399,both,both,0.0,N
CONFOF-Tutorial-EKAW-Tutorial,Type1,1,0.1,1,1,1,1,1,1,1,1,1,0.2553,0,0.1624,1.0,1.0,0.2553,0.2495,both,none,0.0,Y
CONFOF-Student-EKAW-Student,Type1,1,0.3995,1,1,1,1,1,1,1,1,1,0.4151,0,0.2837,1.0,1.0,0.4151,0.281,both,none,0.0,Y
CONFOF-Conference-EKAW-Conference,Type1,1,0.0778,1,1,1,1,1,1,1,1,1,0.5187,0,0.5062,1.0,1.0,0.5187,-0.0504,both,none,0.0,Y
CONFOF-Short_paper-EKAW-Poster_Paper,Type1,0.6236,-0.2218,0.6236,0.6236,0.5833,0.5881,0.0294,0.6667,0.2625,0.4211,0.6481,0.0319,0,0.2107,0.0,0.5454545454545454,0.0319,-0.07,both,none,0.0,N
CONFOF-Member-EKAW-SC_Member,Type1,0.9286,0,0.5118,0.5118,0.6667,0.9286,0,0.6667,0.5605,0.7273,0.7071,0.247,0,0.1317,0.0,1.0,0.247,-0.0936,both,none,0.0,N
CONFOF-Social_event-EKAW-Social_Event,Type1,1,0.2903,1,1,1,1,1,1,0.9657,1,1,1,0.7097,0.7637,1.0,1.0,0.7677,0.3575,both,both,0.0,Y
CONFOF-Chair_PC-EKAW-PC_Chair,Type1,1,0.2504,1,1,0.25,0.8059,0.1818,0.625,0.9602,0.5,1,0.2228,0,0.2944,0.0,0.0,0.2159,0.0875,both,none,0.0,Y
CONFOF-Person-EKAW-Person,Type1,1,0.6634,1,1,1,1,1,1,1,1,1,0,0.6171,0.2057,1.0,1.0,0.4822,0.2938,none,both,0.0,Y
CONFOF-Regular-EKAW-Regular_Paper,Type2,0.9211,0.0211,0.5674,0.5674,0.5385,0.9211,0.5135,0.5385,0.9088,0.625,0.7746,0.0532,0,0.0676,1.0,0.14285714285714285,0.0532,-0.1209,both,none,0.0,N
CONFOF-Reviewing_event-EKAW-Review,Type2,0.88,0.1168,0.3457,0.3457,0.4,0.88,0.3721,0.4,0,0.4706,0.866,0.1434,0,0.1176,1.0,0.0,0.1632,-0.4304,both,one,0.33333333333333337,N
CONFOF-Member-EKAW-OC_Member,Type2,0.9286,0,0.5,0.5,0.6667,0.9286,0,0.6667,0.6282,0.7273,0.7071,0.5363,0,0.2281,0.0,1.0,0.3406,0.0936,both,one,0.25,N
CONFOF-Reviewing_results_event-EKAW-Conference_Banquet,Type4,0.303,0,0.2232,0.2232,0.2174,0,0,0.3043,0,0,0.3255,0.6059,0,0.3144,0.0,0.05555555555555555,0.6059,0,both,none,0.0,N
CONFOF-Contribution-EKAW-Document,Type4,0.5,0.1882,0.061,0.061,0.1667,0,0,0.25,0,0,0.25,0,1,0.3333,0.0,0.0,0.2542,-0.3357,none,both,0.0,N
CONFOF-Science_Worker-EKAW-Student,Type4,0.5,0,0.2902,0.2902,0.1429,0.05,0.025,0.2143,0,0,0.2542,1,0,0.539,0.14285714285714285,0.0,1,0,both,none,0.0,N
CONFOF-Author-EKAW-Student,Type4,0.5,-0.4333,0.0744,0.0744,0.1429,0,0,0.2857,0,0,0.1667,1,0,0.5121,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Camera_Ready_event-EKAW-Conference_Banquet,Type4,0.303,0,0.1916,0.1916,0.2778,0.05,0.0192,0.3889,0,0,0.3636,0.6059,0,0.3144,0.05555555555555555,0.05555555555555555,0.6059,0,both,none,0.0,N
CONFOF-Regular-EKAW-Presenter,Type4,0.2682,0,0.052,0.052,0.3333,0,0,0.3333,0,0,0.2857,0.5363,0,0.3454,0.0,0.14285714285714285,0.3946,0.0541,both,one,0.25,N
CONFOF-Reception-EKAW-Conference_Banquet,Type4,0.5,0,0.3691,0.3691,0.2222,0,0.0962,0.2778,0,0,0.3425,1,0,0.5388,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Organization-EKAW-Academic_Institution,Type4,0.5,0.1997,0.3118,0.3118,0.3,0.3583,0.0172,0.35,0,0.1429,0.2981,0,1,0.3333,0.0,0.3333333333333333,0.4531,0.2604,one,both,0.16666666666666663,N
CONFOF-Administrator-EKAW-Student,Type4,0.5,0,0.2082,0.2082,0.1538,0,0.1081,0.2308,0,0,0.2857,1,0,0.539,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Working_event-EKAW-Scientific_Event,Type4,1,0.1452,0.5187,0.5187,0.4375,0.4793,0,0.5,0.2197,0.3333,0.6969,1,1,1,0.0,0.46153846153846156,0.6163,-0.1352,both,both,0.0,Y
CONFOF-University-EKAW-Academic_Institution,Type4,0.5472,0.0889,0.5472,0.5472,0.2,0,0,0.2,0,0,0.2165,0.9167,0,0.3639,0.0,0.0,0.4065,-0.5102,both,one,0.33333333333333337,N
CONFOF-Workshop-EKAW-Conference_Banquet,Type4,0.3231,0.0373,0.3231,0.3231,0.1111,0,0,0.1111,0,0,0.0884,0.5691,0,0.3951,0.0,0.0,0.5691,0,both,none,0.0,N
CONFOF-Volunteer-EKAW-Student,Type4,0.5,0,0.2265,0.2265,0.2222,0,0,0.3333,0,0,0.2857,1,0,0.539,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Trip-EKAW-Conference_Banquet,Type4,0.5,-0.3775,0.2381,0.2381,0.0556,0,0,0.0556,0,0,0.25,1,0,0.4438,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Submission_event-EKAW-Conference_Banquet,Type4,0.4005,0.0633,0.4005,0.4005,0.1111,0,0,0.3333,0,0,0.324,0.6059,0,0.3144,0.0,0.0625,0.6059,0,both,none,0.0,N
CONFOF-Assistant-EKAW-Student,Type4,0.5,0,0.2239,0.2239,0.3333,0,0.08,0.4444,0,0,0.2857,1,0,0.539,0.0,0.2857142857142857,1,0,both,none,0.0,N
CONFOF-Reviewing_event-EKAW-Conference_Banquet,Type4,0.4005,0.0633,0.4005,0.4005,0.2222,0,0,0.3333,0,0,0.33,0.6059,0,0.3144,0.0,0.06666666666666667,0.6059,0,both,none,0.0,N
CONFOF-Member_PC-EKAW-Student,Type4,0.5,0,0.1841,0.1841,0.1111,0,0,0.1111,0,0,0.1179,1,0,0.539,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Company-EKAW-Academic_Institution,Type4,0.4583,0,0.1103,0.1103,0.15,0,0.0172,0.15,0,0,0.1429,0.9167,0,0.3367,0.0,0.0,0.4065,-0.5102,both,one,0.33333333333333337,N
CONFOF-Tutorial-EKAW-Conference_Banquet,Type4,0.2845,0,0.1205,0.1205,0.1111,0,0,0.1667,0,0,0.1907,0.5691,0,0.3951,0.0,0.0,0.5691,0,both,none,0.0,N
CONFOF-Student-EKAW-Presenter,Type4,0.4855,0.2173,0.1102,0.1102,0.3333,0.4855,0,0.4444,0,0.1667,0.4286,0.5363,0,0.3454,0.0,0.0,0.3946,0.0541,both,one,0.25,N
CONFOF-Registration_of_participants_event-EKAW-Conference_Banquet,Type4,0.303,0,0.1783,0.1783,0.2353,0,0.01,0.2647,0,0,0.4633,0.6059,0,0.3144,0.0,0.05555555555555555,0.6059,0,both,none,0.0,N
CONFOF-Conference-EKAW-Conference_Banquet,Type4,0.9222,-0.0278,0.7097,0.7097,0.5556,0.9222,0.5385,0.5556,0.4795,0.6667,0.7559,0.5691,0,0.2849,1.0,0.0,0.5691,0,both,none,0.0,N
CONFOF-Member-EKAW-Presenter,Type4,0.2682,-0.6604,0.1943,0.1943,0.3333,0,0,0.3333,0,0,0.3333,0.5363,0,0.2281,0.0,0.3333333333333333,0.3946,0.0541,both,one,0.25,N
CONFOF-Chair_PC-EKAW-Student,Type4,0.5,0,0.1392,0.1392,0,0,0,0,0,0,0,1,0,0.539,0.0,0.0,1,0,both,none,0.0,N
CONFOF-Scholar-EKAW-Student,Type4,0.5,0,0.3847,0.3847,0.1429,0.05,0.0526,0.1429,0,0,0.1429,1,0,0.539,0.14285714285714285,0.0,1,0,both,none,0.0,Y
CONFOF-Person-EKAW-PC_Member,Type4,0.5,0,0.2091,0.2091,0.2222,0.05,0.04,0.3333,0,0,0.4564,0,1,0.3333,0.16666666666666666,0.0,0.6044,0.0936,one,both,0.25,N
CONFOF-Science_Worker-IASTED-Worker_lecturer,Type1,0.6984,0.1722,0.6984,0.6984,0.2667,0.5552,0.3721,0.4,0.5244,0.32,0.6558,0.1144,0,0.2039,0.0,0.14285714285714285,0.1144,-0.0495,both,none,0.0,N
CONFOF-Author-IASTED-Author,Type1,1,0.5342,1,1,1,1,1,1,1,1,1,0.2118,0,0.1597,1.0,1.0,0.0972,-0.107,both,one,0.19999999999999996,Y
CONFOF-Camera_Ready_event-IASTED-Camera_ready_manuscript_deadline,Type1,0.8051,0.4985,0.582,0.582,0.4688,0.7384,0.3936,0.4688,0.8051,0.4889,0.7165,0.0825,0,0.1813,0.7222222222222222,0.0,0.0825,-0.06,both,none,0.0,N
CONFOF-Reception-IASTED-Coctail_reception,Type1,0.86,0.3967,0.5,0.5,0.5294,0.86,0.0408,0.5294,0.7071,0.6364,0.7792,0.257,0,0.2191,0.0,1.0,0.257,-0.4067,both,none,0.0,Y
CONFOF-Participant-IASTED-Person,Type1,0.4151,-0.0849,0.4151,0.4151,0.2727,0.05,0.0323,0.2727,0,0,0.1667,0,0.3821,0.1274,0.16666666666666666,0.0,0.2139,-0.2215,one,both,0.16666666666666663,N
CONFOF-Banquet-IASTED-Dinner_banquet,Type1,0.8516,0.4512,0.8516,0.8516,0.5,0.85,0,0.5,0.7071,0.5882,0.7638,0.6637,0,0.2212,0.0,1.0,0.6637,0.4608,both,none,0.0,Y
CONFOF-Paper-IASTED-Document,Type1,0.4488,0.0929,0.4488,0.4488,0.125,0,0,0.125,0,0,0.2,0.1219,0,0.1117,0.0,0.0,0.1109,0.0576,both,one,0.33333333333333337,N
CONFOF-Country-IASTED-State,Type1,0.436,0.113,0.436,0.436,0.1429,0,0,0.1429,0,0,0.2,0,0,0,0.0,0.0,0,0,none,one,0.5,Y
CONFOF-Working_event-IASTED-Dinner_banquet,Type1,0.4067,0.0851,0.4067,0.4067,0.0714,0,0,0.3571,0,0,0.3167,0.2166,0,0.0722,0.0,0.07692307692307693,0.2691,0.1564,both,one,0.33333333333333337,N
CONFOF-University-IASTED-Presenter_university,Type1,0.8448,0.3447,0.5167,0.5167,0.5,0.8448,0,0.5,0.8433,0.6154,0.7817,0.1669,0,0.1937,0.0,1.0,0.1669,0.1217,both,none,0.0,N
CONFOF-Workshop-IASTED-Lecture,Type1,0.5099,0.0154,0.5099,0.5099,0,0,0,0.125,0,0,0.1429,0.257,0,0.2353,0.0,0.0,0.2328,0.039,both,one,0.25,N
CONFOF-Trip-IASTED-Trip_day,Type1,0.9182,0.0182,0.6513,0.6513,0.5,0.9182,0.4545,0.5,0.734,0.5,0.7071,0.1155,0,0.1174,1.0,0.0,0.1155,-0.0599,both,none,0.0,N
CONFOF-Submission_event-IASTED-Submission,Type1,0.94,0.1554,0.5447,0.5447,0.625,0.94,0.6087,0.625,0.9298,0.7273,0.7746,0.1434,0,0.1951,1.0,0.0,0.0942,0.0117,both,one,0.25,N
CONFOF-Event-IASTED-Dinner_banquet,Type1,0.4067,0.0731,0.4067,0.4067,0.2143,0,0,0.2143,0,0,0.2739,0,0,0,0.0,0.2,0.3904,0.2268,one,one,0.6666666666666667,N
CONFOF-Reviewing_event-IASTED-Dinner_banquet,Type1,0.4067,-0.4733,0.4067,0.4067,0.2,0,0,0.3333,0,0,0.3167,0.2696,0,0.0899,0.0,0.07142857142857142,0.2696,0.1262,both,none,0.0,N
